MolName, SMILES,CIC, R05,aR,ZMIV,nHeavyAtom,nBT,nBM,nBR,MW,H050,nHBDLipin, nHAccLipin,nCH2R2,nCHR3,nCH3R,nCH3X,nOH,nO2,ArNR2,nArCN,nArCO,nRCOOH,TPSA,LL,LA,LD,LP,LN,AA,AD,AP,AN,DD,DP,DN,PP,PN,NN,RL,RA,RD,RP,RN,RR,Lipophilic,Hbond_Acceptor,Hbond_Donor,Positive,Negative,Aromatic,numRSs_AFs
Cc1c(cccc2)c2c(C)cc1,Cc1ccc(C)c2ccccc12,2,0,2,192,12,13,10,0,144.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,3
Clc2cc1ccccc1cc2,Clc1ccc2ccccc2c1,2,0,2,209,11,12,10,0,155.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,2,2
CC(C)(c1ccccc1)CC,CCC(C)(C)c1ccccc1,1,0,1,176,11,11,6,2,132.118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,1,6
OCCN(CC4)CCN4CCCN1c3c(ccc(C(F)(F)F)c3)Sc2c1cccc2,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,0,2,646,30,33,12,7,411.314,0,0,4,1,0,0,0,1,1,0,0,0,0,29.95,5,89,21,0,0,162,64,0,0,0,0,0,0,0,0,8,74,22,0,0,2,2,7,1,0,0,2,12
,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,2,0,2,414,21,22,14,6,268.183,0,0,5,0,0,0,0,0,1,0,0,0,0,50.8,0,0,0,0,0,45,19,0,0,0,0,0,0,0,0,0,31,7,0,0,2,0,4,1,0,0,2,11
COc1ccc2c(ccc(C(C)C(O)=O)c2)c1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,2,0,2,332,17,18,12,3,216.148,0,0,3,0,1,0,0,1,2,0,0,0,1,46.53,1,25,0,0,3,20,0,0,10,0,0,0,0,0,0,10,20,0,0,6,0,2,3,0,0,1,2,8
Clc4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(CCO)CC2,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,0,2,532,27,30,12,6,377.762,0,0,4,1,0,0,0,1,1,0,0,0,0,29.95,16,98,35,0,0,70,33,0,0,0,0,0,0,0,0,14,56,22,0,0,2,3,5,1,0,0,2,9
CC(C3CC2)(CCC(O)C3)C1C2C(CCC4=O)C4(C)CC1,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,4,1,0,376,21,24,2,0,260.202,0,0,2,9,4,0,0,1,2,0,0,0,0,37.3,446,176,93,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,0,0,0,5
CCc1c(cccc2)c2ccc1,CCc1cccc2ccccc12,2,0,2,192,12,13,10,1,144.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,2,3
c1(Cc2ccccc2)ccccc1,c1ccc(Cc2ccccc2)cc1,2,0,2,208,13,14,12,2,156.139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,2,3
OC1(C(OC)=O)c3c(ccc(Cl)c3)c2c1cccc2,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,3,1,2,397,19,21,14,2,263.612,0,0,3,0,0,0,0,1,2,0,0,0,0,46.53,0,17,5,0,0,25,11,0,0,0,0,0,0,0,0,6,22,4,0,0,1,1,4,1,0,0,2,7
,CN(C)CCCN1c2ccccc2CCc2ccccc21,3,0,2,354,21,23,12,4,256.217,0,0,2,3,0,0,0,0,0,0,0,0,0,6.48,11,24,0,0,0,4,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2,3,2,0,0,0,2,7
O=C(CCl)N(c(c(CC)ccc1)c1CC)COCCCC,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,0,1,418,21,21,8,10,285.64,0,0,3,4,0,0,0,0,1,1,0,0,0,29.54,178,164,0,0,0,19,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,8,4,0,0,0,1,16
ClC(Cl)(Cl)C(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)NC=O,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1,0,0,626,22,22,4,8,420.851,0,0,6,0,0,0,0,0,2,0,0,0,0,64.68,93,330,66,0,0,273,102,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,10,2,0,0,0,17
,O=C(Nc1ccccc1)c1ccccc1I,2,0,2,318,16,17,14,3,313.049,0,0,2,0,0,0,0,0,1,0,0,1,0,29.1,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,6,5,3,0,0,3,1,1,1,0,0,2,6
CC(CN(C)C)CN1c(cc3OC)c(cc3)Sc2c1cccc2,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3,0,2,426,23,25,12,5,304.281,0,0,3,0,1,0,0,0,0,0,0,0,0,15.71,12,38,0,0,0,16,0,0,0,0,0,0,0,0,0,16,18,0,0,0,2,3,3,0,0,0,2,10
Nc1c(cc2ccccc2n3)c3ccc1,Nc1cccc2nc3ccccc3cc12,3,0,3,258,15,17,14,0,184.153,0,0,2,0,0,0,0,0,0,0,0,0,0,38.91,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,7,7,0,2,0,1,1,1,0,3,2
O=C(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,1,0,1,353,19,19,8,5,238.177,0,0,3,0,0,0,0,0,1,0,0,0,0,38.33,106,92,54,0,0,2,4,0,0,0,0,0,0,0,0,14,4,3,0,0,0,8,2,1,0,0,1,14
N#Cc(c(Cl)ccc1)c1Cl,N#Cc1c(Cl)cccc1Cl,1,0,1,235,10,10,9,0,168.988,0,0,1,0,0,0,0,0,0,0,1,0,0,23.79,4,16,0,0,0,12,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,3,0,0,0,1,5
C#CCCCCCCC,C#CCCCCCCC,0,0,0,144,9,8,3,5,108.096,0,0,0,6,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
CCC1CCCCC1,CCC1CCCCC1,1,0,0,128,8,8,0,1,96.0856,0,0,0,6,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3
CC(C)CC(C)C,CC(C)CC(C)C,0,0,0,112,7,6,0,2,84.0749,0,0,0,1,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
CC1C(C)CCCC1,CC1CCCCC1C,1,0,0,128,8,8,0,0,96.0856,0,0,0,4,2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3
Cc1c(cccc2)c2cc(C)c1,Cc1cc(C)c2ccccc2c1,2,0,2,192,12,13,10,0,144.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,2,3
CC(OCC(C4(O)CCC3C2CCC1=CC(CCC1(C)C2C(O)CC34C)=O)=O)=O,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,4,1,0,584,29,32,8,4,372.242,0,0,6,7,3,0,0,2,5,0,0,0,0,100.9,543,615,156,0,0,104,62,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,6,2,0,0,0,13
O=C2Oc1c(C=C2)ccc(OC)c1CC=C(C)C,COc1ccc2ccc(=O)oc2c1CC=C(C)C,2,0,2,348,18,19,12,3,228.159,0,0,3,1,0,0,0,0,1,0,0,0,0,39.44,18,82,0,0,0,12,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,5,3,0,0,0,2,9
O=C(O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(=O)O,0,0,0,312,17,16,2,13,212.159,0,0,2,13,0,0,0,1,2,0,0,0,1,37.3,455,238,0,0,105,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,1,0,17
c1(c2ccccc2)ccccc1,c1ccc(-c2ccccc2)cc1,2,0,2,192,12,13,12,1,144.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
CC(CCCC1)C1C,CC1CCCCC1C,1,0,0,128,8,8,0,0,96.0856,0,0,0,4,2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3
Brc2cccc1ccccc12,Brc1cccc2ccccc12,2,0,2,209,11,12,10,0,200.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2
,CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C,4,1,0,564,29,32,2,4,368.254,0,0,5,9,6,0,0,4,5,0,0,0,1,97.99,782,624,318,0,133,88,106,0,32,20,0,30,0,0,0,0,0,0,0,0,0,20,5,3,0,1,0,13
Oc1ccc(C(CC)=C(CC)c2ccc(O)cc2)cc1,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,2,0,2,360,20,21,14,4,248.191,0,0,2,2,0,0,0,0,2,0,0,0,0,40.46,35,78,78,0,0,11,22,0,0,11,0,0,0,0,0,30,16,16,0,0,3,6,2,2,0,0,2,10
O=C(O)c2c(cccc2)Nc1cc(C(F)(F)F)ccc1,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2,0,2,468,20,21,14,4,271.149,0,0,3,0,0,0,0,1,2,0,0,1,1,49.33,0,0,0,0,0,62,23,0,26,0,0,3,0,0,0,0,38,2,0,5,2,0,5,1,0,1,2,10
O=C1C=CC2(C)C(CCC3C2C(O)CC4(C)C3CCC4(O)C(COC(C)=O)=O)=C1,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,4,1,0,584,29,32,10,4,372.242,0,0,6,5,3,0,0,2,5,0,0,0,0,100.9,543,615,156,0,0,104,62,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,6,2,0,0,0,13
,O=C(Nc1cccc(Cl)c1)OCC#CCCl,1,0,1,371,16,16,11,4,249.029,0,0,3,0,0,0,0,0,1,0,0,0,0,38.33,34,82,20,0,0,37,15,0,0,0,0,0,0,0,0,20,15,1,0,0,0,4,4,1,0,0,1,11
OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4=O)C1,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,4,1,0,376,21,24,2,0,260.202,0,0,2,9,4,0,0,1,2,0,0,0,0,37.3,446,176,93,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,0,0,0,5
Brc1cc(cccc2)c2cc1,Brc1ccc2ccccc2c1,2,0,2,209,11,12,10,0,200.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,2
Clc4cc1c(cc4)Sc3c(cccc3)N1CCCN2CCN(C)CC2,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,0,2,480,25,28,12,4,349.752,0,0,3,1,0,0,0,0,0,0,0,0,0,9.72,16,63,0,0,0,37,0,0,0,0,0,0,0,0,0,14,34,0,0,0,2,3,4,0,0,0,2,7
O=C(OCCCC)c1ccccc1C(OCCCC)=O,CCCCOC(=O)c1ccccc1C(=O)OCCCC,1,0,1,400,20,20,10,10,256.169,0,0,4,4,0,0,0,0,2,0,0,2,0,52.6,107,144,0,0,0,24,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,6,4,0,0,0,1,15
O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(C)=O)=C1,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4,1,0,408,23,26,6,1,284.223,0,0,2,8,4,0,0,0,2,0,0,0,0,34.14,614,217,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,7
CC(C)Nc1nc(NC(C)C)nc(Cl)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1,0,1,318,15,15,6,4,213.583,0,0,5,0,0,0,0,0,0,0,0,0,0,62.73,60,88,40,0,0,14,24,0,0,4,0,0,0,0,0,13,1,2,0,0,0,5,4,2,0,0,1,10
O=C1C(c3cc(C(F)(F)F)ccc3)=CN(C)C=C1c2ccccc2,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3,0,3,512,24,26,18,3,315.203,0,0,2,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,58,0,0,0,6,0,5,0,0,0,3,9
CCCCCCC=C,C=CCCCCCC,0,0,0,128,8,7,2,5,96.0856,0,0,0,5,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8
c1(N=Nc2ccccc2)ccccc1,c1ccc(N=Nc2ccccc2)cc1,2,0,2,242,14,15,14,2,172.142,0,0,2,0,0,0,0,0,0,0,0,0,0,24.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,2,0,0,0,2,4
,CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,4,1,0,444,24,27,6,2,300.223,0,0,3,8,3,0,0,0,2,0,0,0,0,43.37,573,319,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,8
,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,2,0,2,411,17,18,12,2,282.486,0,0,2,0,0,0,0,0,1,0,0,0,0,29.46,22,75,18,0,0,56,21,0,0,0,0,0,0,0,0,19,26,5,0,0,2,3,5,1,0,0,2,7
CC1CCC(C)CC1,CC1CCC(C)CC1,1,0,0,128,8,8,0,0,96.0856,0,0,0,4,2,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3
Fc(cc(C(C(O)=O)C)cc2)c2c1ccccc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2,0,2,361,18,19,14,3,231.157,0,0,2,0,1,0,0,1,2,0,0,0,1,37.3,1,19,0,0,3,14,0,0,7,0,0,0,0,0,0,14,24,0,0,8,1,2,3,0,0,1,2,8
Brc(cc(Br)cc1)c1Br,Brc1ccc(Br)c(Br)c1,1,0,1,243,9,9,6,0,311.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,4
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,0,0,390,12,12,0,0,284.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,114,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7
CCCCCCC,CCCCCCC,0,0,0,112,7,6,0,4,84.0749,0,0,0,5,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
Clc(cccc2)c2c1ccccc1,Clc1ccccc1-c1ccccc1,2,0,2,241,13,14,12,1,179.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,1,0,0,0,2,3
CCNc1nc(NCC)nc(Cl)n1,CCNc1nc(Cl)nc(NCC)n1,1,0,1,286,13,13,6,4,189.562,0,0,5,0,0,0,0,0,0,0,0,0,0,62.73,20,48,24,0,0,14,24,0,0,4,0,0,0,0,0,7,1,2,0,0,0,3,4,2,0,0,1,8
Clc(c(Cl)ccc1Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,1,0,1,292,10,10,6,0,213.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,1,5
O=C1CCC2C(CCC3C2CCC4(C)C3CCC4(C#C)O)=C1,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,4,1,0,392,22,25,7,0,272.213,0,0,2,8,4,0,0,1,2,0,0,0,0,37.3,559,190,81,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,0,6
CCCCCCCOC(c1ccc(N)cc1)=O,CCCCCCCOC(=O)c1ccc(N)cc1,1,0,1,321,17,17,8,8,214.155,0,0,3,5,0,0,0,0,1,0,0,1,0,52.32,35,66,63,63,0,2,12,12,0,0,0,0,0,0,0,39,4,1,1,0,0,6,2,1,1,0,1,12
S=C=Nc1cccc2c1cccc2,S=C=Nc1cccc2ccccc12,2,0,2,237,13,14,14,1,178.189,0,0,1,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,4
c13c(cccc3)oc2c1cccc2,c1ccc2c(c1)oc1ccccc12,3,1,3,228,13,15,12,0,160.128,0,0,1,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,3,1
Clc1c(OC)cc(OC)c2c1OC(C(OC)=CC3=O)(C(C)C3)C2=O,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,3,1,1,537,24,26,12,3,335.631,0,0,6,1,1,0,0,0,2,0,0,1,0,71.06,36,153,0,0,0,107,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,5,7,0,0,0,1,11
Clc(cc3)ccc3C(n2c(C)c(CC(O)=O)c1cc(OC)ccc12)=O,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3,1,3,522,25,27,18,5,341.661,0,0,5,1,0,0,0,1,3,0,0,2,1,68.53,20,101,0,0,15,99,0,0,28,0,0,0,0,0,0,30,63,0,0,11,5,3,6,0,0,1,3,12
CCCCCCCCCCCC(O)=O,CCCCCCCCCCCC(=O)O,0,0,0,264,14,13,2,10,176.127,0,0,2,10,0,0,0,1,2,0,0,0,1,37.3,220,154,0,0,66,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,14
CCCCCCCCCC(OC)=O,CCCCCCCCCC(=O)OC,0,0,0,248,13,12,2,9,164.117,0,0,2,8,0,0,0,0,1,0,0,0,0,26.3,120,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,13
Clc(c(Cl)cc(Cl)c1)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1,1,0,1,292,10,10,6,0,213.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,0,0,0,23,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,1,5
c12cccc(CC3)c1c3ccc2,c1cc2c3c(cccc3c1)CC2,3,1,2,192,12,14,10,0,144.128,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,1
CCCCCc1ccccc1,CCCCCc1ccccc1,1,0,1,176,11,11,6,4,132.118,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,1,6
O=C(c(cccc1)c1C(OCC(C)C)=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1,0,1,400,20,20,10,8,256.169,0,0,4,0,2,0,0,0,2,0,0,2,0,52.6,101,136,0,0,0,24,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,6,4,0,0,0,1,15
CCCCCCCCCCCCO,CCCCCCCCCCCCO,0,0,0,228,13,12,0,10,160.128,0,0,1,10,0,0,0,1,1,0,0,0,0,20.23,220,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,13
CCCCCCCCCCCC(OC)=O,CCCCCCCCCCCC(=O)OC,0,0,0,280,15,14,2,11,188.138,0,0,2,10,0,0,0,0,1,0,0,0,0,26.3,220,154,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,15
CC(OCCN4CCN(CC4)CCCN2c1c(Sc3ccc(cc23)Cl)cccc1)=O,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,0,2,600,30,33,14,8,417.783,0,0,5,1,0,0,0,0,1,0,0,0,0,36.02,57,184,0,0,0,113,0,0,0,0,0,0,0,0,0,40,82,0,0,0,2,4,6,0,0,0,2,12
O=C1CCC2(C)C(CCC3C2CCC4(C)C3CCC4(O)C(C)=O)=C1,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4,1,0,444,24,27,6,1,300.223,0,0,3,8,3,0,0,1,3,0,0,0,0,54.37,546,292,86,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,0,0,8
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(C)C4(OC(CCCC)=O)C(CO)=O)=C1,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,4,1,0,697,34,37,10,7,439.283,0,0,6,7,3,0,0,2,5,0,0,0,0,100.9,980,814,239,0,0,138,75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,7,2,0,0,0,18
CCCC1CCCC1,CCCC1CCCC1,1,1,0,128,8,8,0,2,96.0856,0,0,0,6,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4
,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,4,0,2,390,22,25,12,2,288.282,0,0,2,2,1,0,0,0,0,0,0,0,0,6.48,22,26,0,0,0,4,0,0,0,0,0,0,0,0,0,26,12,0,0,0,2,4,2,0,0,0,2,4
Cc1c(cccc2C)c2ccc1,Cc1cccc2c(C)cccc12,2,0,2,192,12,13,10,0,144.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,3
O=C(Nc1cc(Cl)c(Cl)cc1)N(C)CCCC,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,0,1,376,17,17,8,6,259.047,0,0,3,2,0,0,0,0,1,0,0,0,0,32.34,64,113,24,0,0,31,13,0,0,0,0,0,0,0,0,20,8,1,0,0,0,5,4,1,0,0,1,12
CCCCCCCI,CCCCCCCI,0,0,0,161,8,7,0,5,210.979,0,0,0,5,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8
,Cc1cccc(Oc2cccc(C)c2)c1,2,0,2,260,15,16,12,2,184.149,0,0,1,0,0,0,0,0,0,0,0,0,0,9.23,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,2,1,0,0,0,2,5
S=C(SSC(N(CC)CC)=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,0,0,0,354,16,15,4,9,276.381,0,0,2,0,0,0,0,0,0,0,0,0,0,6.48,44,36,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,16
Clc1cccc(c2ccccc2)c1,Clc1cccc(-c2ccccc2)c1,2,0,2,241,13,14,12,1,179.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1,1,0,0,0,2,3
O=C1C=CC2(C)C(CCC3C2(F)C(O)CC4(C)C3CC(C)C4(OC(C)=O)C(CO)=O)=C1,CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,4,1,0,649,31,34,10,4,403.251,0,0,6,4,3,0,0,2,5,0,0,0,0,100.9,547,646,188,0,0,138,75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,7,2,0,0,0,15
c1(cccc3)c3Cc2c1cccc2,c1ccc2c(c1)Cc1ccccc1-2,3,1,2,208,13,15,12,0,156.139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,1
Clc1cc(c2cc(Cl)c(N)cc2)ccc1N,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,2,0,2,340,16,17,12,1,243.048,0,0,2,0,0,0,0,0,0,0,0,0,0,52.04,7,14,22,22,0,7,22,22,0,9,18,0,9,0,0,10,10,12,12,0,1,2,2,2,2,0,2,6
Cc1ccc(c2c1cccc2C)C,Cc1ccc(C)c2c(C)cccc12,2,0,2,208,13,14,10,0,156.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,2,4
CC(OC(C(c1ccc(Br)cc1)(c2ccc(Br)cc2)O)=O)C,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2,0,2,478,22,23,14,5,411.988,0,0,3,0,0,0,0,1,2,0,0,0,0,46.53,48,62,22,0,0,8,6,0,0,0,0,0,0,0,0,34,16,4,0,0,2,4,3,1,0,0,2,12
CC=C(c1ccc(O)cc1)C(c2ccc(O)cc2)=CC,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,2,0,2,360,20,21,16,3,248.191,0,0,2,0,0,0,0,0,2,0,0,0,0,40.46,35,78,78,0,0,11,22,0,0,11,0,0,0,0,0,30,16,16,0,0,3,6,2,2,0,0,2,10
CC1(CC2)C(OC(C)=O)(C(C)=O)CCC1C(C=C3Cl)C2C(C=C4)(C)C3=CC4=O,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,4,1,0,561,28,31,12,3,375.697,0,0,4,4,3,0,0,0,3,0,0,0,0,60.44,686,523,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,12
